ID,feature_vector
36748,"{-0.4605961860554903,0.9018191843629022,-1.1762452475370828,1.0233670684336769,-0.1724476103587035,-0.0771518658285421,0.0702013238628009,-1.276627631042168,2.265248080961306,1.5506501547068232}"
36749,"{0.1044979092571301,0.2284366360941525,0.8529230863889088,-0.9989238617355504,0.1210267370716974,-1.0424763624167095,-0.8263869623622546,0.2840225518207018,0.6958908247077651,-0.186353931610219}"
36750,"{-0.1341977696840806,0.0576535612270925,-0.3665068260964042,-0.3816941739250145,-1.1561148285066567,0.8066859780684816,0.8809567774061141,0.5837429415740866,-0.8243700829541168,0.3358895751495325}"
36751,"{-0.8554655636359806,-0.6569234981756038,-1.0004808234934646,-0.5735493630585002,-0.3794861728384925,0.2113103865280994,-0.0454221416410932,0.0671554149805033,0.7759365875648851,0.9040916882987238}"
36752,"{0.467774867918777,-0.3486742239351622,1.2265222986064317,-0.6924219021546758,-1.054580854397079,0.2882385681379581,0.3737996919319692,0.0312530843660285,0.312930430015204,-1.1830858389848338}"
36753,"{-1.5963764973343435,0.5955773091626353,-0.7748054437187171,-0.0391577267433121,1.3044913065740131,0.809664338872003,-0.0283022049834441,0.2209407128496452,0.3167339376195837,0.1007666733777514}"
36754,"{-0.716831436196283,-0.5605308517760175,1.0795559160778123,-0.0513188903816463,0.1566187280761702,-0.1907789915318841,-0.5945215630093038,-0.8372879295310077,0.3557247571747381,0.76828772705398}"
36755,"{-0.8720385458764115,2.209712507949652,-1.7894554367514737,0.1097697472850886,-1.0341801307266918,0.1030614890412843,-0.0403132826503038,0.0761959113141226,-0.2511943909629202,-0.4806518645656452}"
36756,"{-0.2452666936567305,-1.3211189446824734,-0.7417745903559946,0.6666754454610738,1.4533618752897508,-1.0014423032075914,0.1770026077161936,2.4553128151973205,0.4530046157476355,-0.0741423125734048}"
36757,"{1.0407233124925157,0.572581718955557,1.8134130627924256,0.0466473238299645,0.4182186064140767,-0.9237554539411824,0.4330918229128128,1.3131850695166625,3.033809070041567,-0.1135132161988331}"
36758,"{-2.759080297235311,1.6927587251561902,-0.4077038873379134,0.5826576008163181,1.553775642399465,-0.1444654400881303,1.0910426998989318,0.6007883999166688,0.9153422647982186,0.1196506817766001}"
36759,"{-0.1295450422950627,-0.4398277496279963,0.0366181764214799,-1.4971467051226577,-1.2583837081593583,0.5727673496477018,-1.1988456010057356,0.6496766836215613,0.8728194056944554,0.0710970556831802}"
36760,"{0.2336430637489479,-0.5715631681176384,0.8642058874388555,1.1652605496805848,-0.3425006128083373,0.6104967204066379,0.0055685598562075,-0.5015096951569352,0.5238470694201258,-1.1341403717802871}"
36761,"{-1.1134619120093037,-0.347463519056621,-0.7155199738268061,0.8958480609656356,2.0909675392658067,1.7750007879003342,-0.0281646767401604,-0.0248166052352759,1.562175528585822,0.7463526402451682}"
36762,"{-0.3029257238770326,1.379666578660496,0.0326968279609924,0.8244387162253037,0.4201552315271731,0.7914300890805153,-0.5700660323635937,-1.5325213799587405,1.6219620092707,-2.114770138193244}"
36763,"{0.0243909478700295,0.8911201406645589,0.8740007169866534,0.1537759340448642,-1.1172586400560776,0.6140106003214448,-0.3356245388022814,1.1294120502787477,0.3351612203671982,-0.1801470804715477}"
36764,"{-0.1963787670605896,-0.2606278279457064,-0.2401595736080877,0.0856187194676359,-1.2907180662079325,-0.9495482999045428,-2.2620881858847146,-1.641403073737642,0.1720677236757505,1.3444466613163553}"
36765,"{-0.1271622538907433,1.1519162505556753,0.0382382976161495,0.9017229882347212,-1.6445787547081396,0.247160113903312,0.4773846238090977,1.1983450988707312,0.2042830884839901,1.2397177140953135}"
36766,"{-1.456498658986903,0.32794769577384,0.8668121505474545,-0.75507037393023,0.38225187560753,0.3221605598511978,-0.1464109091955706,1.904141127562452,-0.6252366256305533,-0.7711099630105673}"
36767,"{0.8665871984704752,-0.3800173899201799,0.4996631015530309,-0.3670316803734101,-0.2178970194549565,-0.9114110311000274,1.5272444884267866,-1.2523116482027703,-0.318533151170046,0.9593260378367794}"
36768,"{-1.2477696252745587,0.2903654346480476,-1.425116924481353,0.8672014300098868,1.144943560598776,-2.3285175909829383,-0.2015651894784882,0.8707524166240025,-1.6454485964197796,1.21644777989873}"
36769,"{0.271358038932889,-0.5944973550570246,2.411882261207409,0.1101446946396105,-0.7268754631837631,-1.2656969670447324,0.6188360747921605,0.2473538429595599,-1.0411941241536964,-0.2327646212985971}"
36770,"{1.2472703532736358,0.4922088792917592,-0.7316104420489661,-0.5315162662283847,-0.1283208148697097,-0.2503517994500719,-0.5750163030470812,-1.7845797073052136,-0.9662093219459306,0.945881450905745}"
36771,"{-0.1602523210394202,1.1479220603255644,0.2131082462416378,1.4668665111395884,1.6048807116385737,-0.2059530725616449,0.992395806751976,0.7412253414936467,-0.4370842421791361,0.3256285661925024}"
36772,"{0.8870304388368131,0.9080781332206846,1.2369409774696116,1.6635941897597175,0.9021177662317752,1.061611649225976,0.4008337939185208,1.0125178023730457,-0.9830072447965212,-0.7877576738829051}"
36773,"{0.9703229192400932,0.4921996117994456,-0.1730770147011585,0.6545954224485334,-0.0655594650150971,-0.0845283039076791,2.5998461779024358,-1.7387531771755096,1.1613763678244382,-0.9365583933770848}"
36774,"{0.0538766381945333,0.0167719530238328,-1.2625261693684224,-1.2246106182803542,1.2049684431767056,-2.685701935894565,0.6172100241909597,2.3079963651222,-0.3656777601932255,1.2829854912538972}"
36775,"{0.5780892137508176,-0.1576247772076076,-0.7470077279648343,0.3769300344613726,0.4669694847410201,0.1727925322853327,0.6717993542837959,1.0269248042261574,0.1107071257885062,-1.9820300060525315}"
36776,"{0.925057455182308,1.2181773600922123,-0.5291080792819955,0.7409750877219963,0.0302162983388245,0.4726135706014211,0.9528702415889352,-1.25863088632582,2.0472529053303585,-1.643843112270826}"
36777,"{-0.1981438486085149,0.0595971517252341,0.2292401384634845,-1.1602633061597862,2.5279138712817453,-0.7485440801170775,-1.160187166514384,-0.0137917602037802,0.305697115705236,1.7393399172309465}"
36778,"{1.26832880770267,0.5834096080896405,-1.8075154112585183,-0.5079862538394838,-0.1104238652228973,2.358703977340105,0.1810478381864188,-1.7895457181093046,0.5935825726569266,-0.9290002928901056}"
36779,"{0.3395342557789763,-0.2217314984644186,1.3945516671825486,1.2062268989885363,-0.6660902761684628,1.0187027164239304,-2.6298679889505925,-0.3699476077421723,-0.5024426911632126,-0.3613009990306111}"
36780,"{-0.215660804581324,-1.8534759869189057,-1.159117983709828,1.0125487708743155,-0.744237676449508,-0.667112568643632,0.0963456846090959,-2.3634199881986278,-0.843748760859336,-0.5625576025440531}"
36781,"{2.1235352532608167,1.4487940085146105,1.003103217606244,0.4320278638365953,-1.5202206695938032,0.1152277632343459,-2.1912286810024253,-0.575527344413281,0.0842290202708105,-0.5950726327176359}"
36782,"{-1.843827310476454,-0.6250795503293239,1.3620244759836029,0.0010446128621964,-0.5988255286609638,1.3686489272470637,1.4265953426516895,-1.1905563011428582,-0.05523913126001,1.4453764990894953}"
36783,"{-1.1175350895257214,-0.7149496697314955,0.5535621081155923,-0.6777217097233063,-1.013230929572074,0.2405873693348948,0.5502482041737966,-0.4533760952969399,-1.2893768960820922,0.3741405531915066}"
36784,"{0.2909431361259103,0.4545730095654746,0.8362325416287854,-0.0815774986778898,-1.0976086887267098,-0.2064983560248033,0.1001535769026302,0.2502845412359653,-0.405502916597472,0.7398342796690052}"
36785,"{0.6535184241153802,0.1854428625251601,-0.7276882798683919,0.8398169644040159,-0.5093854204024779,0.3870489911923257,-0.1613032829304294,0.2604763230670278,-0.526509757457955,0.0481190432494129}"
36786,"{0.5270015060606702,1.682892224116754,-1.0069814727403732,1.539255559630449,0.3252022986729351,-0.5897194501050362,0.3560676777593226,-0.9209277428081843,2.5960610740318435,1.0009600464529322}"
36787,"{-0.3967274158032515,-1.7556153422789105,0.3754693797718634,-0.048816242812663,-0.8546957907146115,0.3174704885563507,-0.8401908421224237,-1.0424239997913345,-0.126787864593149,-0.3506774510222852}"
36788,"{-1.8478436393290223,1.1865205154471663,-0.4921570912767961,-0.0005358294728914,0.7322204684703071,0.9196615417678908,-0.4471809795372302,-0.1464472565723314,-1.1117378853612605,0.5869717325496031}"
36789,"{0.9280263109253116,0.3480631152220909,-0.7442093953636194,-0.3553925116457441,-0.0753400826653845,-0.6238113538160825,-0.1116891966633686,1.4089467853242827,0.7972927674279212,-0.2694488073082687}"
36790,"{-0.5859467869353222,-0.1166236951882116,0.5292374933281675,1.3203317098797998,-0.6829231057991713,-0.678363847541376,0.5712094858064108,0.99317450619268,-1.0651161428126827,-0.7351439083814075}"
36791,"{-0.3435454647200596,0.3893530984915182,-0.8480389404925961,1.7008380084003647,0.1971948327752636,0.1411674720607139,0.477616868227977,0.5263347263332532,0.1640051840002099,-0.2727845663622454}"
36792,"{-0.7534454984491014,1.2970835763478206,0.0634807764216235,-1.8496833904225023,-0.6267832699770352,0.3456375762649883,0.6983611159853294,0.233794138835284,0.368292808296237,0.6009752218860328}"
36793,"{0.4776480032229916,-1.0049970432119009,1.2601552709610304,1.028303734881696,-1.2441595720220393,0.9947313969436036,-1.6444135952885943,-0.8818787595588549,1.021075346795465,-0.9193759806941768}"
36794,"{0.1372374590435819,-0.2518139515362616,-1.8669107764194617,-0.2742528492703859,-0.1794694505791676,0.990831741760429,-1.7010178490226262,-0.1878325088168768,-0.7925421182470981,1.0496082698186415}"
36795,"{-0.8200010127125135,0.611958803575593,-0.3517919316505649,-1.1786774167921958,-1.3576448312277094,-0.4296356101388561,-0.7403635277576224,-0.7027938259485343,-0.4433196628198574,-0.4127305197338109}"
36796,"{-0.532791311704511,-0.8043874961111991,-0.8303935639932787,1.2030556080800556,-0.7193367550328376,1.9304197507077192,-0.8090660080055715,0.7201467873814084,2.16152162580607,0.8315738838563478}"
36797,"{-0.6675690728601091,-0.4001664019192172,0.8867796217500337,-2.1026251884709595,1.6153730467793934,-0.273299639954681,1.14204622398128,0.1576147657073765,-0.6426160047509993,0.02180243628665}"
36798,"{-0.6717922874240468,1.0325802158187307,1.334872842199034,-0.5201669853005965,-0.5864982141601469,0.5412541183902794,0.0063969275029938,1.0694052484289462,1.1771975825692451,-1.0106046518277916}"
36799,"{-1.0436596940069642,1.3889772454043945,1.240901074266175,-0.6472920258196683,0.3133782493312448,-0.8879801940356423,-0.7564722921327346,0.4942173014214348,0.7344328445256084,1.072743158005251}"
36800,"{-0.0478874429044375,-1.1654059473300675,0.798023445394205,2.652737786322901,0.1180640120950008,-0.5206084470675612,-0.3147629171884952,0.3465751343017427,1.1550830645611008,0.8779143613671041}"
36801,"{-0.8392479415502602,-1.107755415236926,-0.4315125003527509,0.7206446287257651,-1.899369335325924,-0.2879068335738088,-0.0288443251473794,-2.5224255337923736,0.5472703473981958,-0.7286733251580776}"
36802,"{-0.0707256407125071,-0.90323791820906,-0.1413643604381253,-0.0312859920488208,0.3626259527002572,0.9073792692490008,0.5537948583151291,-1.8621862675821943,-1.2627749532325914,0.2480403328994236}"
36803,"{0.2956500468456949,0.4284270531552032,-1.4040741301465,-1.2232414018056712,1.2647022485836166,-1.3689024107961796,-0.849912153830956,0.4862519098082086,-0.1919110733663828,0.3740497531932736}"
36804,"{0.1277841823631476,0.1406001823671287,-0.1679320730583157,-0.6768794344964781,-0.9069550113730912,1.6697840608756491,0.3618089715579527,0.0824039119598805,0.3799058995978773,1.0173064670845413}"
36805,"{1.1623171778040682,0.8727987669025523,1.254376667591798,-1.6297951645365245,-0.1517192423763216,-0.1847620019438614,1.4410581121264268,-0.0790693874568484,-0.5755366534435795,-0.0548971684626361}"
36806,"{-1.5771341733620463,-0.6465037513801705,0.069284046347955,0.5825113433756165,1.191056014842997,-0.4873367763656736,0.9065876980276324,0.2267192173003626,-0.3670077303137745,0.1564332711257186}"
36807,"{0.5169387980851944,0.3004403291821097,-0.7701982035492948,1.0215186530089906,-0.1662047825559011,0.3983340514044131,-0.6664789488731706,0.2864486445870373,0.9070214763101848,-1.370996944401397}"
36808,"{-0.9635041315482348,0.4552417273120928,0.2464608513111592,0.0634606219201639,0.0257314749517278,-0.5625071517688742,-0.1484945303976949,1.6579756303829587,0.2231345907235935,0.2035863083179561}"
36809,"{0.3743604386104473,0.0867706354306933,-0.5309471061364236,-1.7517048417333163,-0.6875713273564572,0.3897502804613561,-0.0043245523919819,0.002381918200756,1.1732741218949458,0.5159901146796827}"
36810,"{0.1998261213899812,1.025026163189471,-1.386511796157167,-0.0054901647979146,0.4952419603052695,1.3092953075814031,-0.0815559768993037,0.1560792634710315,0.2284813396482911,0.7152369369020062}"
36811,"{1.1875730474199266,-0.1750708250786452,-0.911750910878948,0.5396328092731065,-0.3701985548147091,0.5443309152689012,1.5078994069697724,-1.1370959636486253,-0.9203462854522578,1.5991950138109952}"
36812,"{1.4003707161725936,1.4222058835647096,-1.4292886192318772,0.2454597223555536,-0.7646277725604289,-0.3471269326091119,-0.9664748151579934,-2.641332110619224,-0.0592439806125139,1.0403908037857093}"
36813,"{0.2346633345736745,0.3923006928933264,-0.5745636358580172,-1.8455052574704545,-0.0766249943820941,-1.0115460313343738,1.073112430309841,-0.3331025927282981,-1.179420166521498,-0.0240384531532072}"
36814,"{0.2916237793048241,-2.022089572413192,-1.0815912627217863,0.5617114591973439,0.655865733990282,-1.0137672062796597,-0.5435858633398806,-1.420771007024943,0.9131810715093004,0.0186927371909594}"
36815,"{-0.4542154715661344,0.3303361197899994,0.5218840435506337,-0.98469538964291,-0.6086359402636993,0.1464668867649538,0.7259273980832076,-0.3593080809719303,-0.3386391421371174,0.1445672251329205}"
36816,"{1.0110832125019438,0.381620484475644,0.4974418703733445,-1.4480418281945546,-1.3948561614948556,1.5747555507061444,-1.041555788540628,-0.0283192603209705,-0.1753425283288211,-0.624879646634558}"
36817,"{-0.0470857356701672,-0.4032354339056802,1.7491841700220727,0.2163681807203578,1.5056203020606196,-0.9598118366041932,-0.2899900257553831,0.9158109407668344,-0.3488779950869646,1.3112766874073642}"
36818,"{0.3628271365554665,3.4071615189140814,-1.6483022119693551,1.2573918282025287,-0.6737630111547069,0.7592824808789616,-0.2879001108837535,-0.1110103632343511,-0.2528895579751441,0.0343044852888396}"
36819,"{0.3302501141496688,-0.8969294190338742,0.3810556263770159,-1.285997703600571,-0.1346226758972037,-0.8797137864977334,-0.5284461577277758,1.6066869638467665,0.5472395112980576,1.7463596708682356}"
36820,"{0.5543365673290257,1.315922698974436,-1.8144052257743728,1.3005011842664145,1.6443090941938678,-0.4814180772242211,1.5825922448452991,1.592747562786137,1.8086851220717803,1.3014176805702435}"
36821,"{0.3731159868678688,1.6469665578850186,0.4880614250012495,1.0561008907225466,-1.868592041738528,1.6175414982497187,-2.239813434169462,1.045727003027885,0.4540141991034032,-0.6735040902998866}"
36822,"{-1.2502230426223977,1.872155593274079,-0.649444848073122,1.160935167937083,1.2329798895501216,-0.2183331556892515,-0.1884710878300004,0.8955742520121801,0.097372876298315,0.4466236524107912}"
36823,"{0.3617337731605768,0.4375928243766181,0.197139426664052,-0.1330154181739123,-0.4730260912973855,-1.38284816463809,-1.3288942839301012,-1.828392709237563,-1.0722098040082162,0.5265816443723359}"
36824,"{0.6723183704951664,-0.2086458199735261,1.8386824187102877,0.5886652302526538,1.3121693448628156,-1.2652383487944017,0.991589625440993,0.0481902460798099,-0.2036294298948582,-0.3508294213455092}"
36825,"{0.5084479647973107,0.2818804170136511,-0.2632558654006616,-3.0162088408629644,-0.2895026706589869,1.0058757340203883,-1.307511810470658,0.9948496871469626,-1.2028912152305808,-0.5619901688628283}"
36826,"{1.3799477181988995,0.7087511632560529,-0.6146947347989951,0.0311723067793242,-0.6606038312237914,-0.2527861782042895,-0.8319473674153917,0.7651156971600295,-1.0439991123970271,0.7164501423993584}"
36827,"{1.3342168362052385,-1.060866955360506,-0.0705281546924446,1.2340058182846378,-0.0031911117183692,-0.2885214093875421,-1.4596979919137645,-0.1305788830951585,1.2274650843046977,0.2005632887738276}"
36828,"{0.0479716585980802,0.2722406952166124,-0.2233142517969931,-0.5283084337269264,-0.5270528847135506,0.9971240863916324,-0.1351539428285282,0.7255396265744509,-1.5738667773548698,-1.3803793379765772}"
